Question,Label
How can I improve my public speaking skills for presentations?,1
What are the benefits of eating a plant-based diet?,1
Can you recommend a good hiking trail in California?,1
What are the rules of baseball?,1
How do I crochet a blanket?,1
What are the symptoms of strep throat?,1
Can you provide information about the life of Pablo Picasso?,1
What are the different types of musical instruments?,1
How can I fix a flat tire on a car?,1
What are the latest fashion trends for women?,1
Can you recommend a good podcast for business advice?,1
What are the popular tourist attractions in New York City?,1
How do I create a budget for college expenses?,0
What are the benefits of regular cardiovascular exercise?,1
Can you provide information about the history of ancient China?,1
What are the steps to create a social media marketing strategy?,1
How can I improve my writing skills for creative writing?,0
What are the health benefits of drinking herbal tea?,1
Can you recommend a good recipe for a quick and easy dinner?,1
What are the rules of soccer?,1
How do I fix a leaky faucet in the bathroom?,1
What are the symptoms of anxiety disorder?,1
Can you provide information about the life of Vincent van Gogh?,1
What are the different genres of literature?,1
How can I make a homemade face mask for acne-prone skin?,1
What are the top tourist attractions in Paris?,1
How do I set up a home Wi-Fi network?,1
What are the health benefits of regular yoga practice?,1
Can you recommend a good documentary for history buffs?,1
What are the popular vacation destinations in Australia?,1
How do I create a resume for a job as a silly silly stinky boy?,1
